iteration,day_index,date,actual_customers,actual_revenue_entry,actual_revenue_consumables,actual_revenue_other,actual_total_revenue,actual_expenses_daily,actual_expenses_periodic,actual_total_expenses,daily_cashflow,cumulative_cashflow
9,261,2026-08-25,11,165,42,60,267,0,0,0,267,-2037
9,262,2026-08-26,6,90,18,20,128,0,0,0,128,-1909
9,263,2026-08-27,17,255,66,180,501,0,0,0,501,-1408
9,264,2026-08-28,18,270,75,60,405,0,0,0,405,-1003
9,265,2026-08-29,13,195,36,0,231,0,0,0,231,-772
9,266,2026-08-30,12,180,33,140,353,0,300,300,53,-719
9,267,2026-08-31,10,150,18,40,208,0,0,0,208,-511
9,268,2026-09-01,8,120,24,20,164,0,6000,6000,-5836,-6347
9,269,2026-09-02,1,15,6,0,21,0,0,0,21,-6326
9,270,2026-09-03,6,90,15,20,125,0,0,0,125,-6201
9,271,2026-09-04,10,150,54,20,224,0,0,0,224,-5977
9,272,2026-09-05,10,150,27,40,217,0,0,0,217,-5760
9,273,2026-09-06,15,225,39,120,384,0,300,300,84,-5676
9,274,2026-09-07,4,60,12,40,112,0,0,0,112,-5564
9,275,2026-09-08,4,60,9,0,69,0,0,0,69,-5495
9,276,2026-09-09,6,90,24,20,134,0,0,0,134,-5361
9,277,2026-09-10,8,120,36,0,156,0,0,0,156,-5205
9,278,2026-09-11,5,75,9,20,104,0,0,0,104,-5101
9,279,2026-09-12,13,195,18,80,293,0,0,0,293,-4808
9,280,2026-09-13,2,30,6,0,36,0,300,300,-264,-5072
9,281,2026-09-14,6,90,36,60,186,0,0,0,186,-4886
9,282,2026-09-15,11,165,18,60,243,0,0,0,243,-4643
9,283,2026-09-16,10,150,33,140,323,0,0,0,323,-4320
9,284,2026-09-17,15,225,39,80,344,0,0,0,344,-3976
9,285,2026-09-18,14,210,39,0,249,0,0,0,249,-3727
9,286,2026-09-19,21,315,66,20,401,0,0,0,401,-3326
9,287,2026-09-20,3,45,15,0,60,0,300,300,-240,-3566
9,288,2026-09-21,13,195,63,40,298,0,0,0,298,-3268
9,289,2026-09-22,11,165,27,80,272,0,0,0,272,-2996
9,290,2026-09-23,10,150,42,120,312,0,0,0,312,-2684
9,291,2026-09-24,6,90,15,0,105,0,0,0,105,-2579
9,292,2026-09-25,3,45,3,0,48,0,0,0,48,-2531
9,293,2026-09-26,17,255,30,100,385,0,0,0,385,-2146
9,294,2026-09-27,14,210,27,140,377,0,300,300,77,-2069
9,295,2026-09-28,8,120,21,0,141,0,0,0,141,-1928
9,296,2026-09-29,7,105,18,60,183,0,0,0,183,-1745
9,297,2026-09-30,12,180,42,20,242,0,0,0,242,-1503
9,298,2026-10-01,6,90,21,40,151,0,6000,6000,-5849,-7352
9,299,2026-10-02,12,180,51,0,231,0,0,0,231,-7121
9,300,2026-10-03,18,270,60,40,370,0,0,0,370,-6751
9,301,2026-10-04,20,300,57,100,457,0,300,300,157,-6594
9,302,2026-10-05,8,120,21,40,181,0,0,0,181,-6413
9,303,2026-10-06,9,135,21,20,176,0,0,0,176,-6237
9,304,2026-10-07,12,180,45,40,265,0,0,0,265,-5972
9,305,2026-10-08,12,180,27,40,247,0,0,0,247,-5725
9,306,2026-10-09,12,180,33,80,293,0,0,0,293,-5432
9,307,2026-10-10,10,150,24,0,174,0,0,0,174,-5258
9,308,2026-10-11,12,180,27,0,207,0,300,300,-93,-5351
9,309,2026-10-12,5,75,9,40,124,0,0,0,124,-5227
9,310,2026-10-13,9,135,24,20,179,0,0,0,179,-5048
9,311,2026-10-14,3,45,12,40,97,0,0,0,97,-4951
9,312,2026-10-15,18,270,66,40,376,0,0,0,376,-4575
9,313,2026-10-16,12,180,33,20,233,0,0,0,233,-4342
9,314,2026-10-17,24,360,63,240,663,0,0,0,663,-3679
9,315,2026-10-18,1,15,3,0,18,0,300,300,-282,-3961
9,316,2026-10-19,9,135,21,20,176,0,0,0,176,-3785
9,317,2026-10-20,7,105,33,0,138,0,0,0,138,-3647
9,318,2026-10-21,15,225,24,20,269,0,0,0,269,-3378
9,319,2026-10-22,15,225,45,120,390,0,0,0,390,-2988
9,320,2026-10-23,20,300,72,20,392,0,0,0,392,-2596
9,321,2026-10-24,15,225,39,60,324,0,0,0,324,-2272
9,322,2026-10-25,17,255,78,80,413,0,300,300,113,-2159
9,323,2026-10-26,13,195,30,160,385,0,0,0,385,-1774
9,324,2026-10-27,13,195,42,20,257,0,0,0,257,-1517
9,325,2026-10-28,8,120,24,0,144,0,0,0,144,-1373
9,326,2026-10-29,7,105,18,40,163,0,0,0,163,-1210
9,327,2026-10-30,7,105,21,100,226,0,0,0,226,-984
9,328,2026-10-31,16,240,30,100,370,0,0,0,370,-614
9,329,2026-11-01,8,120,24,0,144,0,6300,6300,-6156,-6770
9,330,2026-11-02,1,15,0,0,15,0,0,0,15,-6755
9,331,2026-11-03,13,195,45,20,260,0,0,0,260,-6495
9,332,2026-11-04,5,75,6,0,81,0,0,0,81,-6414
9,333,2026-11-05,5,75,15,40,130,0,0,0,130,-6284
9,334,2026-11-06,19,285,48,140,473,0,0,0,473,-5811
9,335,2026-11-07,12,180,36,120,336,0,0,0,336,-5475
9,336,2026-11-08,8,120,36,0,156,0,300,300,-144,-5619
9,337,2026-11-09,3,45,15,0,60,0,0,0,60,-5559
9,338,2026-11-10,11,165,21,40,226,0,0,0,226,-5333
9,339,2026-11-11,9,135,36,20,191,0,0,0,191,-5142
9,340,2026-11-12,12,180,45,140,365,0,0,0,365,-4777
9,341,2026-11-13,14,210,33,60,303,0,0,0,303,-4474
9,342,2026-11-14,9,135,30,40,205,0,0,0,205,-4269
9,343,2026-11-15,12,180,45,100,325,0,300,300,25,-4244
9,344,2026-11-16,5,75,12,0,87,0,0,0,87,-4157
9,345,2026-11-17,6,90,12,40,142,0,0,0,142,-4015
9,346,2026-11-18,14,210,54,40,304,0,0,0,304,-3711
9,347,2026-11-19,11,165,33,80,278,0,0,0,278,-3433
9,348,2026-11-20,16,240,45,60,345,0,0,0,345,-3088
9,349,2026-11-21,22,330,78,340,748,0,0,0,748,-2340
9,350,2026-11-22,16,240,57,40,337,0,300,300,37,-2303
9,351,2026-11-23,7,105,12,20,137,0,0,0,137,-2166
9,352,2026-11-24,10,150,36,20,206,0,0,0,206,-1960
9,353,2026-11-25,11,165,45,100,310,0,0,0,310,-1650
9,354,2026-11-26,7,105,24,20,149,0,0,0,149,-1501
9,355,2026-11-27,14,210,42,200,452,0,0,0,452,-1049
9,356,2026-11-28,12,180,33,20,233,0,0,0,233,-816
9,357,2026-11-29,18,270,33,60,363,0,300,300,63,-753
9,358,2026-11-30,10,150,33,40,223,0,0,0,223,-530
9,359,2026-12-01,11,165,27,80,272,0,6000,6000,-5728,-6258
9,360,2026-12-02,18,270,45,80,395,0,0,0,395,-5863
9,361,2026-12-03,19,285,72,140,497,0,0,0,497,-5366
9,362,2026-12-04,10,150,12,80,242,0,0,0,242,-5124
9,363,2026-12-05,15,225,42,40,307,0,0,0,307,-4817
9,364,2026-12-06,9,135,36,140,311,0,300,300,11,-4806
9,365,2026-12-07,8,120,15,40,175,0,0,0,175,-4631
9,366,2026-12-08,11,165,39,80,284,0,0,0,284,-4347
9,367,2026-12-09,13,195,39,60,294,0,0,0,294,-4053
9,368,2026-12-10,15,225,63,160,448,0,0,0,448,-3605
9,369,2026-12-11,5,75,18,0,93,0,0,0,93,-3512
9,370,2026-12-12,14,210,48,60,318,0,0,0,318,-3194
9,371,2026-12-13,8,120,21,0,141,0,300,300,-159,-3353
9,372,2026-12-14,7,105,3,40,148,0,0,0,148,-3205
9,373,2026-12-15,12,180,21,0,201,0,0,0,201,-3004
9,374,2026-12-16,8,120,30,20,170,0,0,0,170,-2834
9,375,2026-12-17,7,105,15,20,140,0,0,0,140,-2694
9,376,2026-12-18,12,180,36,100,316,0,0,0,316,-2378
9,377,2026-12-19,14,210,33,40,283,0,0,0,283,-2095
9,378,2026-12-20,14,210,33,180,423,0,300,300,123,-1972
9,379,2026-12-21,10,150,21,20,191,0,0,0,191,-1781
9,380,2026-12-22,12,180,33,0,213,0,0,0,213,-1568
9,381,2026-12-23,19,285,57,200,542,0,0,0,542,-1026
9,382,2026-12-24,23,345,51,80,476,0,0,0,476,-550
9,383,2026-12-25,20,300,72,120,492,0,0,0,492,-58
9,384,2026-12-26,26,390,102,220,712,0,0,0,712,654
9,385,2026-12-27,19,285,54,140,479,0,300,300,179,833
9,386,2026-12-28,13,195,30,80,305,0,0,0,305,1138
9,387,2026-12-29,15,225,45,60,330,0,0,0,330,1468
9,388,2026-12-30,11,165,36,60,261,0,0,0,261,1729
9,389,2026-12-31,18,270,60,240,570,0,0,0,570,2299
9,390,2027-01-01,18,270,45,180,495,0,13000,13000,-12505,-10206
9,391,2027-01-02,16,240,60,40,340,0,0,0,340,-9866
9,392,2027-01-03,16,240,63,80,383,0,300,300,83,-9783
9,393,2027-01-04,9,135,24,60,219,0,0,0,219,-9564
9,394,2027-01-05,0,0,0,0,0,0,0,0,0,-9564
9,395,2027-01-06,14,210,39,100,349,0,0,0,349,-9215
9,396,2027-01-07,11,165,24,0,189,0,0,0,189,-9026
9,397,2027-01-08,19,285,57,40,382,0,0,0,382,-8644
9,398,2027-01-09,4,60,3,40,103,0,0,0,103,-8541
9,399,2027-01-10,11,165,39,60,264,0,300,300,-36,-8577
9,400,2027-01-11,6,90,30,0,120,0,0,0,120,-8457
9,401,2027-01-12,14,210,42,20,272,0,0,0,272,-8185
9,402,2027-01-13,16,240,48,80,368,0,0,0,368,-7817
9,403,2027-01-14,1,15,12,40,67,0,0,0,67,-7750
9,404,2027-01-15,11,165,36,20,221,0,0,0,221,-7529
9,405,2027-01-16,16,240,51,100,391,0,0,0,391,-7138
9,406,2027-01-17,13,195,42,0,237,0,300,300,-63,-7201
9,407,2027-01-18,13,195,48,120,363,0,0,0,363,-6838
9,408,2027-01-19,8,120,18,100,238,0,0,0,238,-6600
9,409,2027-01-20,20,300,48,160,508,0,0,0,508,-6092
9,410,2027-01-21,15,225,60,60,345,0,0,0,345,-5747
9,411,2027-01-22,15,225,60,100,385,0,0,0,385,-5362
9,412,2027-01-23,16,240,81,100,421,0,0,0,421,-4941
9,413,2027-01-24,10,150,36,0,186,0,300,300,-114,-5055
9,414,2027-01-25,12,180,33,140,353,0,0,0,353,-4702
9,415,2027-01-26,14,210,30,80,320,0,0,0,320,-4382
9,416,2027-01-27,8,120,39,100,259,0,0,0,259,-4123
9,417,2027-01-28,12,180,45,20,245,0,0,0,245,-3878
9,418,2027-01-29,7,105,21,80,206,0,0,0,206,-3672
9,419,2027-01-30,15,225,39,0,264,0,0,0,264,-3408
9,420,2027-01-31,12,180,27,0,207,0,300,300,-93,-3501
9,421,2027-02-01,6,90,18,20,128,0,6000,6000,-5872,-9373
9,422,2027-02-02,8,120,15,80,215,0,0,0,215,-9158
9,423,2027-02-03,9,135,18,100,253,0,0,0,253,-8905
9,424,2027-02-04,12,180,30,20,230,0,0,0,230,-8675
9,425,2027-02-05,10,150,39,80,269,0,0,0,269,-8406
9,426,2027-02-06,10,150,27,120,297,0,0,0,297,-8109
9,427,2027-02-07,5,75,15,0,90,0,300,300,-210,-8319
9,428,2027-02-08,17,255,42,120,417,0,0,0,417,-7902
9,429,2027-02-09,21,315,60,260,635,0,0,0,635,-7267
9,430,2027-02-10,24,360,75,120,555,0,0,0,555,-6712
9,431,2027-02-11,27,405,66,320,791,0,0,0,791,-5921
9,432,2027-02-12,33,495,96,240,831,0,0,0,831,-5090
9,433,2027-02-13,43,645,111,260,1016,0,0,0,1016,-4074
9,434,2027-02-14,30,450,66,240,756,0,300,300,456,-3618
9,435,2027-02-15,8,120,36,0,156,0,0,0,156,-3462
9,436,2027-02-16,15,225,36,60,321,0,0,0,321,-3141
9,437,2027-02-17,1,15,12,0,27,0,0,0,27,-3114
9,438,2027-02-18,1,15,0,0,15,0,0,0,15,-3099
9,439,2027-02-19,9,135,33,60,228,0,0,0,228,-2871
9,440,2027-02-20,10,150,30,240,420,0,0,0,420,-2451
9,441,2027-02-21,13,195,24,140,359,0,300,300,59,-2392
9,442,2027-02-22,13,195,21,40,256,0,0,0,256,-2136
9,443,2027-02-23,9,135,30,40,205,0,0,0,205,-1931
9,444,2027-02-24,8,120,24,40,184,0,0,0,184,-1747
9,445,2027-02-25,14,210,42,200,452,0,0,0,452,-1295
9,446,2027-02-26,12,180,24,100,304,0,0,0,304,-991
9,447,2027-02-27,17,255,48,160,463,0,0,0,463,-528
9,448,2027-02-28,14,210,48,80,338,0,300,300,38,-490
9,449,2027-03-01,17,255,87,100,442,0,6000,6000,-5558,-6048
9,450,2027-03-02,6,90,12,20,122,0,0,0,122,-5926
9,451,2027-03-03,7,105,18,60,183,0,0,0,183,-5743
9,452,2027-03-04,9,135,42,20,197,0,0,0,197,-5546
9,453,2027-03-05,9,135,36,60,231,0,0,0,231,-5315
9,454,2027-03-06,11,165,51,60,276,0,0,0,276,-5039
9,455,2027-03-07,7,105,15,60,180,0,300,300,-120,-5159
9,456,2027-03-08,12,180,24,20,224,0,0,0,224,-4935
9,457,2027-03-09,1,15,6,0,21,0,0,0,21,-4914
9,458,2027-03-10,15,225,48,80,353,0,0,0,353,-4561
9,459,2027-03-11,14,210,45,80,335,0,0,0,335,-4226
9,460,2027-03-12,18,270,36,100,406,0,0,0,406,-3820
9,461,2027-03-13,15,225,45,40,310,0,0,0,310,-3510
9,462,2027-03-14,6,90,18,140,248,0,300,300,-52,-3562
9,463,2027-03-15,2,30,6,0,36,0,0,0,36,-3526
9,464,2027-03-16,17,255,27,80,362,0,0,0,362,-3164
9,465,2027-03-17,11,165,30,220,415,0,0,0,415,-2749
9,466,2027-03-18,3,45,0,0,45,0,0,0,45,-2704
9,467,2027-03-19,8,120,24,100,244,0,0,0,244,-2460
9,468,2027-03-20,13,195,57,40,292,0,0,0,292,-2168
9,469,2027-03-21,11,165,24,100,289,0,300,300,-11,-2179
9,470,2027-03-22,10,150,42,80,272,0,0,0,272,-1907
9,471,2027-03-23,10,150,21,40,211,0,0,0,211,-1696
9,472,2027-03-24,9,135,21,0,156,0,0,0,156,-1540
9,473,2027-03-25,9,135,24,20,179,0,0,0,179,-1361
9,474,2027-03-26,12,180,45,160,385,0,0,0,385,-976
9,475,2027-03-27,23,345,72,40,457,0,0,0,457,-519
9,476,2027-03-28,21,315,48,300,663,0,300,300,363,-156
9,477,2027-03-29,16,240,33,140,413,0,0,0,413,257
9,478,2027-03-30,10,150,33,20,203,0,0,0,203,460
9,479,2027-03-31,7,105,18,0,123,0,0,0,123,583
9,480,2027-04-01,19,285,63,20,368,0,6000,6000,-5632,-5049
9,481,2027-04-02,26,390,114,160,664,0,0,0,664,-4385
9,482,2027-04-03,17,255,75,240,570,0,0,0,570,-3815
9,483,2027-04-04,26,390,72,160,622,0,300,300,322,-3493
9,484,2027-04-05,6,90,18,40,148,0,0,0,148,-3345
9,485,2027-04-06,6,90,12,0,102,0,0,0,102,-3243
9,486,2027-04-07,12,180,36,60,276,0,0,0,276,-2967
9,487,2027-04-08,12,180,39,100,319,0,0,0,319,-2648
9,488,2027-04-09,11,165,72,60,297,0,0,0,297,-2351
9,489,2027-04-10,9,135,39,140,314,0,0,0,314,-2037
9,490,2027-04-11,3,45,3,20,68,0,300,300,-232,-2269
9,491,2027-04-12,3,45,12,20,77,0,0,0,77,-2192
9,492,2027-04-13,18,270,45,80,395,0,0,0,395,-1797
9,493,2027-04-14,13,195,42,60,297,0,0,0,297,-1500
9,494,2027-04-15,10,150,42,60,252,0,0,0,252,-1248
9,495,2027-04-16,10,150,18,180,348,0,0,0,348,-900
9,496,2027-04-17,16,240,51,160,451,0,0,0,451,-449
9,497,2027-04-18,11,165,30,20,215,0,300,300,-85,-534
9,498,2027-04-19,8,120,18,40,178,0,0,0,178,-356
9,499,2027-04-20,11,165,45,80,290,0,0,0,290,-66
9,500,2027-04-21,11,165,30,100,295,0,0,0,295,229
9,501,2027-04-22,16,240,33,60,333,0,0,0,333,562
9,502,2027-04-23,15,225,39,40,304,0,0,0,304,866
9,503,2027-04-24,12,180,51,60,291,0,0,0,291,1157
9,504,2027-04-25,10,150,48,60,258,0,300,300,-42,1115
9,505,2027-04-26,8,120,30,80,230,0,0,0,230,1345
9,506,2027-04-27,4,60,9,0,69,0,0,0,69,1414
9,507,2027-04-28,10,150,24,20,194,0,0,0,194,1608
9,508,2027-04-29,10,150,21,0,171,0,0,0,171,1779
9,509,2027-04-30,17,255,60,80,395,0,0,0,395,2174
9,510,2027-05-01,19,285,39,160,484,0,6000,6000,-5516,-3342
9,511,2027-05-02,16,240,42,60,342,0,300,300,42,-3300
9,512,2027-05-03,14,210,51,200,461,0,0,0,461,-2839
9,513,2027-05-04,13,195,33,80,308,0,0,0,308,-2531
9,514,2027-05-05,12,180,39,40,259,0,0,0,259,-2272
9,515,2027-05-06,16,240,63,120,423,0,0,0,423,-1849
9,516,2027-05-07,13,195,30,200,425,0,0,0,425,-1424
9,517,2027-05-08,11,165,45,100,310,0,0,0,310,-1114
9,518,2027-05-09,14,210,27,140,377,0,300,300,77,-1037
9,519,2027-05-10,6,90,9,60,159,0,0,0,159,-878
9,520,2027-05-11,7,105,36,60,201,0,0,0,201,-677
9,521,2027-05-12,6,90,18,80,188,0,0,0,188,-489
9,522,2027-05-13,9,135,18,20,173,0,0,0,173,-316
9,523,2027-05-14,14,210,48,220,478,0,0,0,478,162
9,524,2027-05-15,13,195,60,80,335,0,0,0,335,497
9,525,2027-05-16,11,165,42,240,447,0,300,300,147,644
9,526,2027-05-17,8,120,30,0,150,0,0,0,150,794
9,527,2027-05-18,9,135,42,80,257,0,0,0,257,1051
9,528,2027-05-19,3,45,9,0,54,0,0,0,54,1105
9,529,2027-05-20,8,120,27,20,167,0,0,0,167,1272
9,530,2027-05-21,13,195,57,160,412,0,0,0,412,1684
9,531,2027-05-22,16,240,45,100,385,0,0,0,385,2069
9,532,2027-05-23,5,75,12,80,167,0,300,300,-133,1936
9,533,2027-05-24,13,195,27,80,302,0,0,0,302,2238
9,534,2027-05-25,6,90,30,20,140,0,0,0,140,2378
9,535,2027-05-26,6,90,12,20,122,0,0,0,122,2500
9,536,2027-05-27,10,150,30,20,200,0,0,0,200,2700
9,537,2027-05-28,7,105,27,20,152,0,0,0,152,2852
9,538,2027-05-29,17,255,45,40,340,0,0,0,340,3192
9,539,2027-05-30,11,165,48,40,253,0,300,300,-47,3145
9,540,2027-05-31,9,135,15,80,230,0,0,0,230,3375
9,541,2027-06-01,7,105,30,0,135,0,6000,6000,-5865,-2490
9,542,2027-06-02,14,210,42,160,412,0,0,0,412,-2078
9,543,2027-06-03,16,240,69,60,369,0,0,0,369,-1709
9,544,2027-06-04,13,195,33,100,328,0,0,0,328,-1381
9,545,2027-06-05,19,285,60,100,445,0,0,0,445,-936
9,546,2027-06-06,8,120,18,20,158,0,300,300,-142,-1078
9,547,2027-06-07,16,240,51,140,431,0,0,0,431,-647
9,548,2027-06-08,7,105,21,80,206,0,0,0,206,-441
9,549,2027-06-09,14,210,36,180,426,0,0,0,426,-15
9,550,2027-06-10,15,225,36,80,341,0,0,0,341,326
9,551,2027-06-11,5,75,18,100,193,0,0,0,193,519
9,552,2027-06-12,19,285,87,0,372,0,0,0,372,891
9,553,2027-06-13,10,150,21,40,211,0,300,300,-89,802
9,554,2027-06-14,4,60,9,40,109,0,0,0,109,911
9,555,2027-06-15,13,195,51,160,406,0,0,0,406,1317
9,556,2027-06-16,11,165,39,120,324,0,0,0,324,1641
9,557,2027-06-17,9,135,33,0,168,0,0,0,168,1809
9,558,2027-06-18,18,270,51,40,361,0,0,0,361,2170
9,559,2027-06-19,20,300,69,140,509,0,0,0,509,2679
9,560,2027-06-20,13,195,42,80,317,0,300,300,17,2696
9,561,2027-06-21,15,225,63,0,288,0,0,0,288,2984
9,562,2027-06-22,13,195,42,40,277,0,0,0,277,3261
9,563,2027-06-23,13,195,45,40,280,0,0,0,280,3541
9,564,2027-06-24,5,75,33,40,148,0,0,0,148,3689
9,565,2027-06-25,18,270,75,100,445,0,0,0,445,4134
9,566,2027-06-26,11,165,18,80,263,0,0,0,263,4397
9,567,2027-06-27,10,150,39,100,289,0,300,300,-11,4386
9,568,2027-06-28,6,90,12,0,102,0,0,0,102,4488
9,569,2027-06-29,1,15,3,0,18,0,0,0,18,4506
9,570,2027-06-30,11,165,48,220,433,0,0,0,433,4939
9,571,2027-07-01,1,15,0,0,15,0,6000,6000,-5985,-1046
9,572,2027-07-02,18,270,48,140,458,0,0,0,458,-588
9,573,2027-07-03,16,240,45,100,385,0,0,0,385,-203
9,574,2027-07-04,13,195,42,80,317,0,300,300,17,-186
9,575,2027-07-05,15,225,51,200,476,0,0,0,476,290
9,576,2027-07-06,7,105,21,0,126,0,0,0,126,416
9,577,2027-07-07,18,270,54,160,484,0,0,0,484,900
9,578,2027-07-08,7,105,21,100,226,0,0,0,226,1126
9,579,2027-07-09,14,210,36,180,426,0,0,0,426,1552
9,580,2027-07-10,24,360,57,120,537,0,0,0,537,2089
9,581,2027-07-11,12,180,39,100,319,0,300,300,19,2108
9,582,2027-07-12,11,165,42,0,207,0,0,0,207,2315
9,583,2027-07-13,12,180,51,60,291,0,0,0,291,2606
9,584,2027-07-14,11,165,36,20,221,0,0,0,221,2827
9,585,2027-07-15,9,135,21,100,256,0,0,0,256,3083
9,586,2027-07-16,11,165,24,20,209,0,0,0,209,3292
9,587,2027-07-17,21,315,66,40,421,0,0,0,421,3713
9,588,2027-07-18,14,210,57,20,287,0,300,300,-13,3700
9,589,2027-07-19,3,45,18,0,63,0,0,0,63,3763
9,590,2027-07-20,7,105,27,0,132,0,0,0,132,3895
9,591,2027-07-21,22,330,66,120,516,0,0,0,516,4411
9,592,2027-07-22,13,195,45,80,320,0,0,0,320,4731
9,593,2027-07-23,17,255,51,60,366,0,0,0,366,5097
9,594,2027-07-24,20,300,54,160,514,0,0,0,514,5611
9,595,2027-07-25,10,150,30,60,240,0,300,300,-60,5551
9,596,2027-07-26,9,135,21,20,176,0,0,0,176,5727
9,597,2027-07-27,14,210,39,120,369,0,0,0,369,6096
9,598,2027-07-28,16,240,57,120,417,0,0,0,417,6513
9,599,2027-07-29,8,120,24,40,184,0,0,0,184,6697
9,600,2027-07-30,14,210,54,0,264,0,0,0,264,6961
9,601,2027-07-31,18,270,36,160,466,0,0,0,466,7427
9,602,2027-08-01,20,300,69,80,449,0,6300,6300,-5851,1576
9,603,2027-08-02,17,255,54,0,309,0,0,0,309,1885
9,604,2027-08-03,14,210,48,40,298,0,0,0,298,2183
9,605,2027-08-04,6,90,12,120,222,0,0,0,222,2405
9,606,2027-08-05,14,210,45,60,315,0,0,0,315,2720
9,607,2027-08-06,19,285,54,180,519,0,0,0,519,3239
9,608,2027-08-07,24,360,63,260,683,0,0,0,683,3922
9,609,2027-08-08,18,270,36,180,486,0,300,300,186,4108
9,610,2027-08-09,6,90,33,0,123,0,0,0,123,4231
9,611,2027-08-10,10,150,36,80,266,0,0,0,266,4497
9,612,2027-08-11,10,150,36,140,326,0,0,0,326,4823
9,613,2027-08-12,0,0,0,0,0,0,0,0,0,4823
9,614,2027-08-13,12,180,42,20,242,0,0,0,242,5065
9,615,2027-08-14,26,390,90,100,580,0,0,0,580,5645
9,616,2027-08-15,8,120,24,60,204,0,300,300,-96,5549
9,617,2027-08-16,9,135,27,80,242,0,0,0,242,5791
9,618,2027-08-17,10,150,27,80,257,0,0,0,257,6048
9,619,2027-08-18,11,165,33,60,258,0,0,0,258,6306
9,620,2027-08-19,17,255,75,20,350,0,0,0,350,6656
9,621,2027-08-20,13,195,60,40,295,0,0,0,295,6951
9,622,2027-08-21,21,315,69,20,404,0,0,0,404,7355
9,623,2027-08-22,9,135,24,0,159,0,300,300,-141,7214
9,624,2027-08-23,9,135,21,20,176,0,0,0,176,7390
9,625,2027-08-24,12,180,51,80,311,0,0,0,311,7701
9,626,2027-08-25,12,180,36,20,236,0,0,0,236,7937
9,627,2027-08-26,8,120,15,60,195,0,0,0,195,8132
9,628,2027-08-27,19,285,75,100,460,0,0,0,460,8592
9,629,2027-08-28,6,90,15,40,145,0,0,0,145,8737
9,630,2027-08-29,21,315,69,160,544,0,300,300,244,8981
9,631,2027-08-30,9,135,27,20,182,0,0,0,182,9163
9,632,2027-08-31,12,180,30,40,250,0,0,0,250,9413
9,633,2027-09-01,7,105,21,0,126,0,6000,6000,-5874,3539
9,634,2027-09-02,9,135,36,20,191,0,0,0,191,3730
9,635,2027-09-03,8,120,9,40,169,0,0,0,169,3899
9,636,2027-09-04,14,210,24,80,314,0,0,0,314,4213
9,637,2027-09-05,11,165,39,80,284,0,300,300,-16,4197
9,638,2027-09-06,1,15,0,0,15,0,0,0,15,4212
9,639,2027-09-07,7,105,9,20,134,0,0,0,134,4346
9,640,2027-09-08,10,150,18,40,208,0,0,0,208,4554
9,641,2027-09-09,11,165,48,60,273,0,0,0,273,4827
9,642,2027-09-10,5,75,18,40,133,0,0,0,133,4960
9,643,2027-09-11,22,330,39,20,389,0,0,0,389,5349
9,644,2027-09-12,9,135,21,20,176,0,300,300,-124,5225
9,645,2027-09-13,8,120,18,40,178,0,0,0,178,5403
9,646,2027-09-14,9,135,39,40,214,0,0,0,214,5617
9,647,2027-09-15,12,180,30,80,290,0,0,0,290,5907
9,648,2027-09-16,5,75,18,60,153,0,0,0,153,6060
9,649,2027-09-17,12,180,33,140,353,0,0,0,353,6413
9,650,2027-09-18,7,105,18,20,143,0,0,0,143,6556
9,651,2027-09-19,5,75,6,60,141,0,300,300,-159,6397
9,652,2027-09-20,10,150,24,40,214,0,0,0,214,6611
9,653,2027-09-21,9,135,21,100,256,0,0,0,256,6867
9,654,2027-09-22,10,150,27,80,257,0,0,0,257,7124
9,655,2027-09-23,12,180,27,20,227,0,0,0,227,7351
9,656,2027-09-24,11,165,33,20,218,0,0,0,218,7569
9,657,2027-09-25,9,135,21,40,196,0,0,0,196,7765
9,658,2027-09-26,13,195,18,20,233,0,300,300,-67,7698
9,659,2027-09-27,8,120,33,80,233,0,0,0,233,7931
9,660,2027-09-28,5,75,9,20,104,0,0,0,104,8035
9,661,2027-09-29,10,150,18,60,228,0,0,0,228,8263
9,662,2027-09-30,4,60,12,0,72,0,0,0,72,8335
9,663,2027-10-01,15,225,51,140,416,0,6000,6000,-5584,2751
9,664,2027-10-02,16,240,51,60,351,0,0,0,351,3102
9,665,2027-10-03,14,210,57,100,367,0,300,300,67,3169
9,666,2027-10-04,9,135,36,40,211,0,0,0,211,3380
9,667,2027-10-05,16,240,48,140,428,0,0,0,428,3808
9,668,2027-10-06,14,210,51,60,321,0,0,0,321,4129
9,669,2027-10-07,9,135,12,40,187,0,0,0,187,4316
9,670,2027-10-08,15,225,36,120,381,0,0,0,381,4697
9,671,2027-10-09,18,270,72,20,362,0,0,0,362,5059
9,672,2027-10-10,10,150,21,100,271,0,300,300,-29,5030
9,673,2027-10-11,5,75,15,40,130,0,0,0,130,5160
9,674,2027-10-12,8,120,33,120,273,0,0,0,273,5433
9,675,2027-10-13,15,225,36,60,321,0,0,0,321,5754
9,676,2027-10-14,10,150,30,120,300,0,0,0,300,6054
9,677,2027-10-15,17,255,57,20,332,0,0,0,332,6386
9,678,2027-10-16,11,165,33,100,298,0,0,0,298,6684
9,679,2027-10-17,9,135,30,20,185,0,300,300,-115,6569
9,680,2027-10-18,10,150,33,40,223,0,0,0,223,6792
9,681,2027-10-19,12,180,21,40,241,0,0,0,241,7033
9,682,2027-10-20,16,240,27,260,527,0,0,0,527,7560
9,683,2027-10-21,16,240,51,180,471,0,0,0,471,8031
9,684,2027-10-22,12,180,60,0,240,0,0,0,240,8271
9,685,2027-10-23,10,150,30,120,300,0,0,0,300,8571
